idx,saq1_1,saq1_2,saq2_1,saq2_2,saq3_1,saq3_2,saq4_1,saq4_2,saq5_1,saq5_2,saq6_1,saq6_2,saq7_1,saq7_2,saq8_1,saq8_2,saq9_1,saq9_2,saq10_1,saq10_2,saq11_1,saq11_2,saq12_1,saq12_2,saq13_1,saq13_2,saq14_1,saq14_2,saq15_1,saq15_2,saq16_1,saq16_2,saq17_1,saq17_2,saq18_1,saq18_2,saq19_1,saq19_2,saq20_1,saq20_2,saq21_1,saq21_2,saq22_1,saq22_2,saq23_1,saq23_2,saq24_1,saq24_2,saq25_1,saq25_2,saq26_1,saq26_2,saq27_1,saq27_2,saq28_1,saq28_2,saq29_1,saq29_2,saq30_1,saq30_2,saq31_1,saq31_2,saq32_1,saq32_2,saq33_1,saq33_2,saq34_1,saq34_2,saq35_1,saq35_2,saq36_1,saq36_2,saq37_1,saq37_2,saq38_1,saq38_2,saq39_1,saq39_2,saq40_1,saq40_2,saq41_1,saq41_2,saq42_1,saq42_2,saq43_1,saq43_2,saq44_1,saq44_2,vq1,vq2,vq3,vq4,vq5,vq6,vq7,vq8,vq9,vq10,vq11,vq12,vq13,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq14_6,bq14_7,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq16_6,bq16_7,bq16_8,bq16_9,bq16_10,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq19,bq20,bq21_1,bq21_2,bq21_3,bq21_4,bq22_1,bq22_2,bq22_3,bq22_4,bq22_5,bq22_6,bq23_1,bq23_2,bq23_3,bq24,bq25,bq26,bq27_1,bq27_2,bq28,bq29,bq30_1,bq30_2,bq30_3,knowcode,text_response,major
27292,4,7,4,6,5,6,4,6,4,5,5,6,5,6,4,6,5,6,5,6,4,6,5,7,5,6,4,6,5,6,5,6,5,6,5,7,3,5,5,6,4,7,4,5,5,7,4,5,4,5,5,7,4,5,5,6,3,5,1,0,4,6,2,3,1,0,1,0,1,0,1,0,3,5,1,0,1,0,1,0,1,0,1,0,2,2,1,0,4,4,3,4,4,3,4,5,2,4,4,4,4,15,2,4,2,2,0,7,7,4,2,2,4,4,2,3,3,3,4,4,2,3,3,4,4,3,4,1,2,4,4,4,2,2,2,3,3,4,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,8,2,3,2,2,2,2,2,2,1,38,6,1,1,1,52,6000,5000,0,110202,지식 경험 바탕 직업 안정 기계화 경제 예측,국제경제학
27293,4,5,3,5,4,6,4,6,4,5,5,6,4,5,3,5,3,4,4,5,3,4,4,6,4,5,4,5,4,6,4,5,4,5,4,5,4,5,4,5,4,6,4,6,4,5,4,5,4,5,4,5,4,6,3,3,2,3,3,4,4,6,4,5,3,4,2,3,2,3,2,3,3,4,3,4,3,4,4,5,4,5,4,5,4,6,4,6,4,3,4,4,5,4,5,4,3,4,4,5,4,17,2,3,1,2,0,2,5,4,5,4,5,5,5,5,4,4,5,5,4,4,5,4,5,5,4,5,4,4,4,4,5,5,5,4,4,5,4,4,5,4,2,2,2,2,2,2,2,2,2,1,1,3,3,3,2,8,6,7,7,8,7,7,5,6,2,36,4,1,1,1,40,3700,2500,0,304003,보건교사 자격증 학교 감소,간호학
27294,3,2,2,3,1,0,1,0,3,2,4,3,2,2,3,3,1,0,2,2,1,0,2,2,3,2,2,2,2,2,3,3,1,0,1,0,2,2,4,3,4,3,4,2,5,5,1,0,4,3,1,0,4,2,3,4,3,4,3,2,2,2,1,0,4,2,5,5,5,5,5,6,2,1,2,2,1,0,4,3,2,2,1,0,4,4,5,4,2,2,4,1,2,3,4,2,2,2,2,2,1,15,2,3,1,1,1,4,2,2,1,2,3,3,1,1,3,3,3,3,4,2,1,2,3,2,1,4,3,5,2,4,3,2,1,3,3,2,3,3,2,4,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,3,3,9,2,9,3,3,3,3,1,44,4,1,1,1,40,4500,2800,0,842201,통신선로 자격증 빠른 현장 적응을 위해 교육이 필요하다 변화,전자공학
27295,5,7,5,7,5,7,5,6,5,6,5,7,5,6,5,7,5,7,5,6,5,7,5,6,5,7,5,6,5,7,5,6,4,6,5,7,5,7,5,6,5,6,5,7,5,6,5,6,5,5,3,5,3,6,5,6,5,6,5,7,4,5,1,0,1,0,3,5,5,5,5,7,5,6,5,7,5,6,4,5,5,5,4,4,5,6,4,5,5,5,4,3,4,4,4,4,4,4,3,3,4,16,5,6,1,2,0,6,7,3,3,3,4,4,4,3,3,4,3,4,3,3,3,3,4,3,4,4,3,3,4,3,3,4,4,3,4,4,3,4,4,5,2,2,2,2,2,2,2,2,2,1,3,3,3,3,1,3,3,2,3,4,6,4,4,5,1,60,6,1,1,1,40,8000,4500,0,211101,박사학위 상태 유지,건축학
27296,4,4,5,5,4,6,4,4,4,5,4,5,3,5,3,5,4,5,4,5,4,5,4,5,4,5,3,5,4,5,4,5,3,5,4,5,4,5,3,5,3,4,3,5,3,5,3,6,4,4,3,5,3,5,4,5,4,5,4,5,3,4,4,4,3,5,4,5,3,6,4,5,4,5,3,6,4,4,4,5,3,6,4,4,4,4,4,5,4,4,4,3,5,4,4,3,4,4,4,3,4,7,1,2,1,2,0,2,3,3,4,4,4,4,4,4,3,4,4,3,3,4,4,3,3,4,4,3,4,3,4,3,4,4,3,3,2,3,3,4,4,3,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,7,4,5,6,7,5,6,6,6,1,40,2,1,1,1,44,3300,2500,0,623002,지게차면허증 일자리 변동,실업계
27297,4,5,5,5,3,3,4,5,2,2,1,0,1,0,2,2,4,4,4,4,3,3,2,2,5,3,1,0,4,4,4,5,3,3,3,3,2,2,2,2,4,4,4,4,3,3,1,0,1,0,1,0,4,6,4,5,4,5,5,3,1,0,4,5,4,4,4,5,4,4,4,4,1,0,5,3,5,5,4,5,5,4,4,5,4,5,4,2,3,3,2,2,1,1,3,3,2,2,2,3,3,6,1,2,2,2,0,4,1,2,1,1,2,2,2,2,2,2,3,2,2,4,3,3,4,4,4,5,4,2,3,4,2,1,2,3,4,5,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,7,7,8,5,5,7,3,2,3,1,38,2,1,1,1,40,3200,2500,0,701101,건설 경기 갈수록 침체,기계
27298,3,5,3,4,3,4,2,3,4,6,3,4,4,5,3,4,4,5,2,3,3,4,2,3,3,4,4,5,3,4,2,3,3,5,3,4,3,5,4,6,3,5,3,4,3,5,3,4,2,3,2,3,3,5,2,6,2,2,2,2,4,5,2,2,2,2,2,3,2,2,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,3,3,4,2,3,3,2,2,3,2,2,3,13,1,3,2,2,0,3,4,4,3,3,3,3,2,2,3,2,3,3,3,2,2,3,2,2,3,4,3,4,2,4,3,4,3,4,5,4,4,4,4,5,2,1,2,1,1,1,2,2,2,3,4,3,3,3,2,7,7,4,5,4,4,7,7,7,2,29,4,1,1,1,40,3300,3000,0,134401,유비쿼터스 환경 변화 소프트웨어 도입 응용소프트웨어 확대,컴퓨터응용학
27299,2,1,2,1,1,0,3,3,4,3,3,1,1,0,4,5,2,1,2,3,2,2,3,2,4,4,3,1,3,1,2,2,1,0,1,0,2,2,3,1,3,2,3,3,3,4,3,2,3,2,3,3,2,3,2,3,4,5,2,1,2,1,5,5,3,4,4,4,4,3,4,4,2,1,4,5,4,3,3,2,4,5,4,4,3,2,2,1,2,2,1,1,2,1,1,3,2,3,2,3,2,1,1,2,2,2,0,5,1,2,2,2,4,3,3,2,9,3,3,3,2,4,3,2,2,2,3,4,4,4,2,4,3,3,4,4,4,5,3,3,5,5,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,8,7,8,4,5,6,8,7,6,1,66,2,2,5,1,50,0,0,2800,901201,사람 직업,이과
27300,4,6,5,6,4,5,5,6,2,3,4,6,4,5,3,4,4,6,2,3,3,4,4,5,3,4,4,5,4,5,3,4,3,4,3,4,3,3,4,4,4,4,3,4,3,5,3,4,2,3,3,5,3,5,3,5,4,5,3,4,3,3,3,5,3,3,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,3,5,3,4,4,4,4,3,3,5,4,4,4,5,4,3,4,17,3,3,1,2,0,3,4,4,3,3,4,4,3,4,4,3,4,4,4,3,3,4,4,3,4,4,3,3,4,4,3,3,4,4,3,3,4,4,4,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,7,6,7,7,6,6,6,7,7,2,42,5,1,1,1,40,2500,2000,0,231201,청소년상담사2급 현대인 스트레스 증가,상담심리학
27301,3,4,5,6,2,2,3,4,5,6,5,6,4,6,4,6,4,6,5,6,4,6,3,4,4,6,4,5,5,4,5,3,4,5,4,5,2,2,4,5,5,6,4,6,3,4,1,0,1,0,2,2,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,3,4,3,4,2,2,4,6,3,4,5,4,3,3,3,3,4,4,3,3,2,4,3,11,1,2,1,2,0,7,5,4,3,3,4,4,2,3,9,9,4,4,2,3,3,4,4,4,2,1,4,2,3,4,4,2,2,2,4,5,4,3,4,2,2,1,2,2,2,2,1,2,1,2,3,2,2,3,2,4,7,4,8,3,7,3,7,4,1,35,4,1,1,1,40,5000,3900,0,31101,국제재무분석사 투자자문분석사 전산 시스템 업그레이드 증가 거나,경제학
27302,4,6,5,5,3,3,5,5,4,5,3,3,2,2,3,4,4,4,4,4,5,5,4,4,4,5,3,3,5,5,5,5,4,5,5,5,2,2,5,6,4,4,3,3,5,5,4,4,4,4,5,5,4,4,1,0,5,5,5,6,5,5,3,3,5,5,3,3,4,4,4,4,4,4,2,2,1,0,4,5,3,6,3,3,5,5,4,5,4,3,2,3,4,2,3,3,2,4,3,3,3,19,1,2,2,2,0,1,2,4,3,3,3,4,3,4,3,4,4,4,2,3,3,2,3,4,3,3,4,4,3,5,3,4,4,3,3,4,4,3,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,7,5,3,4,5,5,6,4,1,57,2,1,1,1,40,2800,2200,0,512201,결혼식 기피 스몰 웨딩 증가,인문계
27303,4,5,5,6,4,5,5,5,3,4,3,4,2,2,3,4,2,3,3,3,1,0,2,4,5,6,3,4,3,4,4,5,5,6,4,5,2,2,4,5,4,5,4,5,4,5,4,5,4,5,1,0,1,0,1,0,3,4,1,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,2,5,3,3,3,4,4,4,4,3,4,4,3,4,4,3,4,11,1,2,2,2,0,7,5,3,3,3,4,4,3,3,4,3,4,3,1,4,3,4,2,1,2,3,3,4,2,4,4,5,4,5,4,5,5,3,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,8,5,7,6,4,5,7,5,5,1,40,4,1,1,1,40,6000,3000,0,32201,공란,경영학
27304,3,3,2,2,2,3,1,0,3,4,3,4,3,4,2,3,2,3,1,0,3,4,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,2,2,2,3,1,0,1,0,1,0,3,4,3,4,2,2,2,2,2,3,4,5,3,3,2,2,2,2,2,3,1,0,3,2,1,0,1,0,1,0,1,0,1,0,1,0,3,3,4,3,4,4,4,3,3,4,2,3,3,6,1,5,1,2,0,6,5,3,4,4,4,4,4,4,3,4,4,4,2,4,4,4,3,4,3,2,4,3,3,4,3,4,4,4,3,4,3,3,4,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,1,3,3,3,4,4,5,5,4,4,1,34,4,1,1,1,40,4200,3400,0,153102,전기기사 공업계측제어기사 제어 시스템 설계 자동화,전기공학
27305,2,2,3,4,1,0,3,4,2,2,2,2,2,2,3,4,3,4,3,4,3,4,2,2,4,6,3,4,3,4,2,2,2,2,3,4,2,2,3,4,3,4,4,6,4,6,2,2,3,4,2,2,1,0,1,0,3,4,3,4,3,4,3,4,2,2,3,4,3,4,2,2,2,2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,3,2,3,3,3,3,3,2,3,3,19,1,1,2,2,0,1,2,4,3,2,4,4,3,3,9,9,4,4,2,3,3,4,4,4,2,1,4,2,4,3,4,2,2,2,4,5,4,4,4,3,2,2,1,2,1,2,2,2,2,1,3,2,2,2,2,3,5,7,4,8,6,1,8,3,1,57,2,1,1,1,48,3000,2000,0,882101,혁신 장비 도입 기술 요하 직업 변화,공고
27306,3,6,3,6,3,6,2,5,2,4,5,6,1,0,4,6,3,4,2,4,4,6,3,4,4,5,4,6,3,5,3,4,1,0,1,0,3,4,3,5,3,5,4,6,1,0,1,0,1,0,1,0,3,5,3,5,3,6,3,4,3,3,3,5,3,4,2,4,3,3,3,4,1,0,2,4,3,3,3,3,3,4,2,2,4,4,3,3,3,3,3,4,3,2,3,2,3,4,3,3,4,17,1,2,1,2,0,7,4,3,3,3,3,3,3,2,1,3,3,3,3,4,3,4,3,3,2,1,4,4,4,4,3,4,5,3,3,5,4,4,5,4,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,6,5,3,5,4,5,7,5,4,1,40,4,1,1,1,40,3100,2400,0,306201,방사선사면허증 방사선 기계 도입 검사 기계화 자동화 사람 부분,방사선학
27307,1,0,1,0,1,0,1,0,1,0,1,0,2,4,1,0,1,0,1,0,1,0,1,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,3,4,1,0,1,0,1,0,1,0,1,0,3,4,4,5,1,0,1,0,1,0,3,3,3,5,3,4,1,0,1,0,4,5,3,4,3,5,4,5,3,4,1,0,3,4,3,3,3,2,3,3,4,3,2,3,3,3,1,3,2,2,0,7,2,3,4,3,4,5,3,3,4,2,3,3,2,3,2,4,3,4,3,3,4,3,4,2,3,3,5,4,5,4,3,4,3,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,5,6,5,6,6,6,7,6,6,1,44,3,1,1,1,44,3300,2400,0,883201,입산 증가,사회복지
27308,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,0,1,0,4,6,3,2,2,2,2,4,4,4,3,3,2,2,4,5,3,4,3,2,3,4,3,4,3,3,3,2,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,3,3,4,4,4,2,4,3,3,3,3,19,3,3,1,2,0,3,5,4,4,5,4,4,3,4,4,4,3,4,2,5,5,3,3,2,4,2,4,4,4,4,5,3,3,4,4,3,2,4,5,4,2,2,2,2,2,2,2,2,2,1,3,3,2,3,2,6,5,5,5,6,6,6,5,5,2,33,4,1,1,1,40,2800,2300,0,231301,청소년지도사1급 학생 감소,사회복지학
27309,2,3,3,5,2,3,5,5,4,5,4,5,1,0,2,4,4,5,3,5,1,0,3,4,3,4,4,6,3,4,3,4,3,5,4,5,3,4,5,7,2,3,4,5,4,5,2,4,2,2,5,6,1,0,1,0,3,3,2,3,2,3,1,0,3,3,2,2,2,2,2,2,1,0,2,3,2,4,3,4,2,3,3,4,3,4,4,5,2,3,2,2,3,3,3,2,2,1,3,3,2,19,1,3,2,2,0,3,2,4,3,1,4,3,2,2,2,2,3,2,4,1,2,5,4,1,3,3,1,5,3,4,2,3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,1,8,8,7,3,4,5,3,4,3,2,57,2,2,5,1,40,0,0,6500,29904,통신망 발달,문과
27310,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,3,3,3,3,3,3,3,4,2,2,3,4,3,4,5,6,4,5,3,4,4,4,2,2,3,3,2,3,3,3,1,0,1,0,2,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,4,4,4,3,3,4,4,3,3,4,4,2,3,18,1,3,2,2,0,4,2,3,3,4,4,4,3,4,4,3,3,4,3,3,4,4,3,3,4,4,3,3,3,4,4,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,6,5,4,5,6,5,6,6,5,1,36,4,1,1,1,40,4000,3500,0,523001,경기,호텔경영학
27311,5,6,4,6,4,6,3,5,4,4,5,5,1,0,5,6,4,5,3,4,5,5,5,5,2,4,3,3,3,4,3,4,2,4,3,4,3,3,3,4,4,5,4,4,3,4,3,4,1,0,3,4,5,5,4,5,4,6,3,4,5,6,4,5,4,4,4,4,3,4,4,4,3,4,1,0,2,3,2,2,1,0,1,0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,4,4,13,3,2,2,2,0,5,5,4,4,4,5,4,3,4,3,3,4,4,2,4,4,4,4,3,4,3,4,3,2,5,3,3,4,5,3,4,4,3,5,5,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,6,5,1,4,3,3,5,4,3,2,32,5,1,1,1,42,4300,3200,0,156101,섬유 산업 불황 계속 일자리 증가,섬유소재공학
27312,5,6,5,6,4,4,5,6,3,5,5,5,5,6,4,5,5,6,4,5,5,6,5,6,4,5,4,5,5,7,4,5,5,7,4,6,5,7,4,7,5,6,5,6,4,5,3,3,1,0,1,0,3,3,1,0,3,4,1,0,3,4,4,4,1,0,1,0,1,0,1,0,4,5,3,4,2,3,4,4,2,3,2,2,3,3,3,3,4,4,4,4,5,4,3,2,3,4,4,4,4,17,1,2,1,2,0,6,5,5,4,3,3,4,3,4,3,4,3,4,2,3,3,4,4,3,3,4,4,4,2,5,4,4,4,5,4,4,3,4,4,5,2,2,2,2,2,2,2,2,2,1,4,2,2,2,1,4,3,6,5,4,6,3,6,5,2,42,4,1,1,1,40,3200,2600,0,306903,놀이치료사자격증 정신 문제,유아교육
27313,4,5,4,3,4,4,4,4,3,4,4,5,2,3,3,6,3,5,2,5,3,4,3,4,4,4,4,5,4,4,3,4,3,4,2,3,2,4,3,5,4,6,4,5,3,4,2,3,3,4,3,4,2,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,4,3,4,3,4,3,4,3,4,2,3,3,3,3,3,4,4,3,2,3,3,4,3,2,3,3,4,3,15,2,2,2,2,0,4,3,3,2,2,3,2,2,2,2,3,3,2,4,3,2,4,3,3,2,4,3,4,3,4,3,3,3,4,3,4,3,2,4,5,2,2,2,2,2,2,2,2,2,2,4,1,1,3,2,8,8,8,3,3,3,2,2,5,2,30,4,1,1,1,60,3000,2300,0,25401,수요 증가,행정학과
27314,2,2,2,4,1,0,2,4,3,4,3,4,3,5,3,4,3,4,2,3,1,0,2,4,3,4,2,4,1,0,2,3,3,4,3,4,2,5,2,3,2,5,3,5,2,4,2,5,4,5,2,4,3,4,3,4,3,4,3,5,2,3,3,5,3,4,2,4,4,5,3,4,3,3,2,2,2,3,2,4,4,5,4,6,3,5,2,4,4,3,4,3,3,2,4,2,3,3,3,3,3,7,1,1,2,2,0,4,2,2,3,3,4,3,3,2,3,4,3,3,3,3,3,4,4,3,4,2,3,3,4,4,3,3,2,3,3,3,4,3,3,3,2,1,1,2,2,2,2,2,2,1,3,3,3,3,2,9,8,7,3,3,3,8,7,4,1,43,2,1,1,1,52,4200,2300,0,883201,캐드 활용 작업,전기과
27315,3,3,2,2,3,3,2,3,1,0,3,4,1,0,4,4,3,3,1,0,1,0,1,0,3,3,2,3,1,0,3,4,3,3,2,3,2,3,4,6,2,2,3,5,3,4,1,0,1,0,1,0,3,3,2,3,5,6,2,3,1,0,4,5,4,5,2,2,3,3,3,3,1,0,4,6,5,3,3,3,4,4,4,5,3,4,3,3,2,2,1,2,2,1,2,4,2,2,2,2,2,6,4,2,1,2,0,5,1,3,2,2,2,3,2,3,3,3,3,3,2,4,4,3,3,4,3,4,2,3,4,4,3,3,4,3,4,3,2,3,4,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,7,6,7,6,3,4,8,6,7,1,43,2,1,4,2,40,3000,2500,0,702601,건축도장 기능사 선호 업종,공고
27316,4,6,3,5,4,5,2,3,2,3,2,4,5,4,2,4,3,4,5,5,4,3,2,2,4,5,3,3,2,3,3,4,1,0,1,0,1,0,2,3,5,3,4,3,2,3,2,3,2,2,1,0,2,3,1,0,3,3,2,2,5,4,2,4,2,3,3,3,2,4,2,4,3,4,4,4,2,3,2,2,1,0,1,0,3,3,1,0,4,5,4,3,4,3,2,5,4,4,5,4,4,18,1,2,2,2,0,1,2,4,3,2,3,4,3,2,9,3,4,4,3,4,4,2,3,2,3,2,3,4,2,4,5,5,4,3,3,3,2,2,3,4,2,2,2,2,2,2,2,2,2,1,4,3,3,3,2,7,7,6,3,4,3,4,2,7,1,39,3,1,1,1,40,3000,2400,0,414301,인터넷 발달 유료 웹툰 수요 증가,만화학
27317,5,5,4,5,4,5,3,4,3,4,3,5,2,3,3,4,4,4,4,4,2,4,3,4,3,4,2,3,3,4,2,3,2,3,3,4,3,4,3,5,5,5,4,4,4,4,2,4,3,4,3,4,3,3,4,5,2,3,2,3,5,5,4,5,4,4,2,4,2,3,2,3,2,3,3,4,3,4,2,3,2,4,2,3,4,4,3,4,4,3,4,4,4,5,4,2,4,5,4,4,2,11,1,4,2,2,0,1,5,5,4,4,4,5,3,4,4,4,5,4,1,4,3,5,2,3,4,3,4,3,4,4,4,3,3,3,3,4,4,3,3,4,2,2,2,2,2,2,2,2,2,1,2,3,2,3,1,8,7,5,4,4,5,3,5,5,1,34,4,1,1,1,40,3200,3000,0,26103,전반 수출 하락 인력 감소,경영학
27318,4,5,3,3,2,2,4,4,3,4,3,5,2,2,4,5,3,5,3,4,3,4,4,5,4,5,2,3,2,3,4,5,3,4,3,4,3,4,4,6,2,2,3,4,4,5,1,0,3,4,2,3,3,4,2,3,4,5,2,2,3,4,2,2,4,5,3,4,3,4,4,5,2,3,3,4,3,4,4,4,4,6,2,4,4,5,3,4,3,4,3,3,3,3,2,3,3,2,2,2,3,19,1,1,2,2,0,3,2,2,2,1,4,3,2,3,9,3,9,3,4,2,4,4,4,3,4,3,3,3,4,4,3,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,4,4,2,2,2,1,5,6,7,6,7,6,6,3,4,1,40,1,1,3,2,48,2800,1200,0,881101,기계 자동화,0
27319,3,4,2,4,2,3,4,5,4,5,3,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,6,4,5,4,5,4,5,4,5,4,5,4,6,4,5,3,4,4,5,4,6,4,5,4,6,2,2,3,4,3,5,4,4,4,4,4,5,3,4,4,3,4,4,3,3,3,4,4,4,3,4,3,10,1,6,2,2,0,7,5,4,3,3,4,4,4,4,4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,4,3,4,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,3,3,3,1,7,6,6,4,3,4,6,4,3,1,45,4,1,1,1,40,7500,4000,0,131203,사업 다양 화로,기계공학
27320,5,6,4,6,2,2,3,4,5,6,4,6,2,2,3,4,4,6,3,4,2,5,5,6,5,6,3,4,2,2,2,2,5,6,5,6,2,2,4,5,4,5,4,6,3,4,2,2,2,2,2,2,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,2,2,2,2,3,4,3,5,4,4,3,3,2,3,4,4,3,3,4,4,4,11,1,2,1,1,4,4,5,4,3,3,4,4,3,3,9,9,4,4,2,3,3,4,4,4,2,2,4,2,5,4,4,1,1,1,4,5,4,3,3,3,2,1,2,2,2,1,2,1,2,3,3,2,2,3,1,3,7,3,6,3,8,3,8,3,1,38,4,1,1,1,40,5000,3800,0,31101,투자자산운용사 국제투자분석사 증시의 흐름과 안전성 수익성 유동성을 분석 익힌다 시스템 업그레이드 변화,경영학
27321,5,7,5,6,2,4,4,6,3,3,3,5,2,4,2,3,4,4,2,5,3,5,2,3,3,4,2,4,4,6,3,5,4,3,1,0,3,4,4,4,4,4,3,3,3,3,4,3,3,4,3,5,1,0,1,0,1,0,1,0,4,3,2,2,2,2,3,3,3,2,3,3,1,0,1,0,2,2,2,3,2,4,2,4,4,3,3,3,4,4,4,3,4,4,4,2,2,4,5,4,4,17,1,1,1,1,2,4,4,4,5,5,4,4,2,4,9,9,2,3,1,4,4,4,4,4,4,1,3,2,2,4,5,3,2,3,3,4,3,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,5,7,3,2,4,5,8,8,8,2,68,4,1,1,1,60,6000,3500,0,303001,약사 면허증 신제품 보수교육 새로운 학술이론등 고객 인적 사항 비밀 유지 자율 점검 시스템 프로그램 입력 인구 대비 약사 인력 과잉 배출 대도시 밀집 포로 수급 불포 때문,약학
27322,2,2,2,3,1,0,4,4,2,3,1,0,2,1,2,3,2,3,2,2,1,0,2,3,1,0,1,0,3,3,4,3,3,4,2,3,2,3,3,4,1,0,2,3,2,3,2,2,2,2,2,2,1,0,1,0,1,0,1,0,2,3,2,2,1,0,1,0,1,0,1,0,1,0,1,0,2,3,2,2,2,3,1,0,2,3,2,2,3,2,3,2,1,3,2,2,2,2,3,2,3,7,1,2,2,2,0,7,2,1,1,1,3,3,3,2,2,2,4,3,2,2,2,2,2,2,4,4,2,4,3,4,3,3,3,3,3,4,3,3,4,5,2,2,2,2,2,2,2,2,2,3,1,2,2,2,1,5,5,5,5,5,5,5,5,5,2,38,3,1,1,1,40,3600,2400,0,615601,전자상거래 확대,식품영양
27323,3,5,3,5,3,4,3,5,3,4,3,3,3,4,2,2,3,4,3,4,3,4,2,2,3,4,3,4,3,4,4,5,4,5,3,4,3,3,3,3,3,4,4,5,3,4,3,3,3,3,2,3,1,0,1,0,1,0,1,0,1,0,3,5,1,0,1,0,1,0,1,0,1,0,1,0,2,2,4,5,4,5,2,2,4,5,4,5,4,2,3,3,4,2,3,2,3,2,3,3,3,7,1,2,1,2,0,6,2,4,4,3,4,3,3,4,2,2,2,2,3,3,2,4,4,4,3,4,4,3,3,4,3,4,3,4,4,4,3,3,4,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,7,7,2,2,2,3,3,7,7,1,56,4,1,1,1,60,4500,3000,0,612501,경매사 자동화,국어국문학
27324,3,3,3,3,4,5,1,0,1,0,2,1,3,4,2,2,2,2,2,1,3,4,3,4,2,6,1,0,1,0,3,3,3,4,1,0,1,0,2,1,2,2,2,1,2,1,2,2,2,1,1,0,1,0,2,1,2,1,1,0,1,0,1,0,1,0,2,6,2,1,2,2,2,2,2,2,1,0,1,0,2,1,1,0,4,5,1,0,4,4,3,4,4,3,4,4,3,3,4,3,4,18,4,1,1,1,2,6,3,4,4,3,4,4,3,2,2,3,2,3,2,2,2,4,4,3,4,3,3,3,3,3,4,4,3,4,4,5,5,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,7,6,5,4,7,6,2,50,4,2,1,2,50,0,0,3000,414201,사진기능사 사진 영상촬영 실무 사진 디지털화,사진학
27325,5,7,5,7,1,0,5,7,1,0,4,6,5,7,5,7,5,7,5,6,4,6,4,6,5,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,7,5,7,5,7,5,6,4,3,4,1,3,2,2,3,1,3,3,3,3,18,4,1,2,2,0,7,1,2,1,1,1,2,2,1,9,9,9,1,5,1,1,3,4,3,4,3,3,3,3,4,4,3,2,3,3,4,4,3,4,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,3,6,4,2,7,8,4,3,1,32,4,1,4,2,15,800,500,0,416203,연극 종사 처우 사업 환경 직종 계속 지속,연극영화
